generos,data_lancamento,avaliacao_usuarios,receita,classificacao,titulo,streaming
"Any[""Drama"", ""Romance""]",2019-04-11,7.1,69500000,14,After,"[""Amazon Prime Video"", ""FilmBox+""]"
"Any[""Drama"", ""Romance""]",2016-06-01,7.9,207945075,12,Como Eu Era Antes de Você,"[""Amazon Prime Video"", ""Globoplay"", ""NOW""]"
"Any[""Aventura"", ""Comédia"", ""Família""]",1992-11-19,6.7,358994850,L,Esqueceram de Mim 2: Perdido em Nova York,"[""Disney Plus""]"
"Any[""Ação"", ""Thriller""]",2023-06-09,7.5,0,Sem classificação,Resgate 2,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Crime"", ""Drama""]",1994-09-23,8.7,28341469,16,Um Sonho de Liberdade,"[""HBO Max""]"
"Any[""Aventura"", ""Animação"", ""Mistério""]",2014-10-25,8.1,0,Sem classificação,黒執事 Book of Murder,"[""Sem informações de streaming""]"
"Any[""Drama"", ""História"", ""Romance""]",2023-11-16,5.8,0,Sem classificação,Bihter: Uma Paixão Proibida,"[""Amazon Prime Video""]"
"Any[""Ação"", ""Thriller""]",2023-02-10,4.8,0,Sem classificação,Amigos,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Drama"", ""Romance""]",2023-11-24,6.8,0,Sem classificação,Última Chamada para Istambul,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Aventura"", ""Animação"", ""Comédia"", ""Fantasia""]",2022-08-05,7.8,0,Sem classificação,Luck,"[""Apple TV Plus""]"
"Any[""Ação"", ""Aventura"", ""Animação"", ""Ficção científica""]",2018-12-06,8.4,375464627,10,Homem-Aranha: No Aranhaverso,"[""Disney Plus"", ""Amazon Prime Video"", ""Paramount Plus"", ""NOW"", ""Paramount Plus Apple TV Channel ""]"
"Any[""Ação"", ""Guerra""]",2023-01-27,7.5,13009289,Sem classificação,Sisu: Uma História de Determinação,"[""Sem informações de streaming""]"
"Any[""Terror""]",2019-10-31,4.8,0,Sem classificação,Poseído,"[""Sem informações de streaming""]"
"Any[""Crime"", ""Mistério"", ""Thriller""]",2023-09-13,6.8,121400000,14,A Noite das Bruxas,"[""Star Plus""]"
"Any[""Drama"", ""Romance""]",2021-09-01,7.1,21800000,16,After: Depois do Desencontro,"[""HBO Max"", ""Oi Play"", ""FilmBox+""]"
"Any[""Ação"", ""Animação"", ""Fantasia""]",2021-12-24,8.2,195870885,14,Jujutsu Kaisen 0: O Filme,"[""Sem informações de streaming""]"
"Any[""Aventura"", ""Animação"", ""Comédia"", ""Família"", ""Fantasia""]",2001-05-18,7.7,487853320,L,Shrek,"[""Amazon Prime Video"", ""Netflix"", ""Claro video"", ""Globoplay"", ""NOW"", ""Netflix basic with Ads""]"
"Any[""Aventura"", ""Comédia"", ""Família"", ""Fantasia""]",2005-07-13,7.0,474968763,L,A Fantástica Fábrica de Chocolate,"[""Amazon Prime Video"", ""HBO Max"", ""NOW""]"
"Any[""Aventura"", ""Comédia"", ""Fantasia""]",2023-03-23,7.4,208177026,12,Dungeons & Dragons: Honra Entre Rebeldes,"[""Paramount Plus"", ""Globoplay"", ""NOW"", ""Paramount+ Amazon Channel"", ""Paramount Plus Apple TV Channel ""]"
"Any[""Ação"", ""Drama""]",2023-10-25,6.5,0,Sem classificação,Lutadora Implacável,"[""Amazon Prime Video""]"
"Any[""Ação"", ""Drama"", ""Ficção científica""]",2023-01-22,7.2,604380922,Sem classificação,Terra à Deriva 2,"[""Sem informações de streaming""]"
"Any[""Aventura"", ""Drama"", ""Terror""]",1985-08-09,6.1,0,Sem classificação,Holocausto Canibal 2: A Historia de Catherine Miles,"[""Sem informações de streaming""]"
"Any[""Crime"", ""Terror"", ""Thriller""]",2023-03-08,7.1,169000000,18,Pânico VI,"[""Paramount Plus"", ""Globoplay"", ""NOW"", ""Paramount Plus Apple TV Channel ""]"
"Any[""Animação"", ""Família""]",2010-11-24,7.6,592461732,L,Enrolados,"[""Disney Plus""]"
"Any[""Animação"", ""Drama"", ""Música""]",2023-02-17,9.0,0,Sem classificação,BLUE GIANT,"[""Sem informações de streaming""]"
"Any[""Animação"", ""Comédia"", ""Família""]",2004-06-10,5.7,200804534,,Garfield: O Filme,"[""Disney Plus""]"
"Any[""Comédia""]",1989-11-30,7.2,71319546,14,Férias Frustradas de Natal,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Thriller""]",2015-10-26,6.5,880674609,14,007: Contra Spectre,"[""Amazon Prime Video"", ""Telecine Play""]"
"Any[""Comédia"", ""Família"", ""Fantasia""]",2023-11-30,6.0,0,Sem classificação,Trocados,"[""Sem informações de streaming""]"
"Any[""Comédia"", ""Crime"", ""Drama""]",2023-10-22,6.0,0,Sem classificação,Ninguém Precisa Acreditar em Mim,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Drama"", ""Ficção científica""]",2017-10-04,7.6,259239658,14,Blade Runner 2049,"[""Netflix"", ""Netflix basic with Ads"", ""Paramount Plus Apple TV Channel ""]"
"Any[""Ação"", ""Aventura"", ""Fantasia""]",2014-12-10,7.3,956019788,12,O Hobbit: A Batalha dos Cinco Exércitos,"[""Amazon Prime Video"", ""Telecine Play""]"
"Any[""Ação"", ""Animação"", ""Terror""]",2023-06-22,7.5,53929,16,Resident Evil: A Ilha da Morte,"[""NOW""]"
"Any[""Ação"", ""Crime"", ""Thriller""]",2023-10-05,7.0,0,Sem classificação,A Bailarina,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Aventura"", ""Animação"", ""Fantasia""]",2004-09-09,8.4,236049757,Sem classificação,O Castelo Animado,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Ação"", ""Aventura"", ""Thriller""]",2002-08-09,5.9,277448382,12,Triplo X,"[""HBO Max"", ""Oi Play""]"
"Any[""Drama"", ""Romance""]",2022-08-24,6.8,19200000,14,After: Depois da Promessa,"[""Amazon Prime Video"", ""FilmBox+""]"
"Any[""Ação"", ""Thriller"", ""Guerra""]",2023-04-19,7.8,20000000,Sem classificação,O Pacto,"[""Amazon Prime Video""]"
"Any[""Aventura"", ""Família"", ""Fantasia""]",2022-04-06,6.7,406950844,10,Animais Fantásticos: Os Segredos de Dumbledore,"[""HBO Max"", ""NOW""]"
"Any[""Ação"", ""Aventura"", ""Fantasia""]",2003-12-01,8.5,1118888979,12,O Senhor dos Anéis: O Retorno do Rei,"[""Amazon Prime Video"", ""HBO Max"", ""NOW""]"
"Any[""Comédia"", ""Terror"", ""Ficção científica""]",2020-09-24,4.5,0,Sem classificação,Criatura Maligna,"[""Sem informações de streaming""]"
"Any[""Crime"", ""Terror"", ""Thriller""]",2023-03-08,7.1,169000000,18,Pânico VI,"[""Paramount Plus"", ""Globoplay"", ""NOW"", ""Paramount Plus Apple TV Channel ""]"
"Any[""Ação"", ""Animação"", ""Fantasia""]",2021-12-24,8.2,195870885,14,Jujutsu Kaisen 0: O Filme,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Ficção científica""]",2021-09-03,7.6,14400000,Sem classificação,A Guerra do Amanhã,"[""Amazon Prime Video""]"
"Any[""Ação"", ""Terror"", ""Thriller""]",2022-10-31,4.9,0,Sem classificação,Seja Meus Olhos,"[""Amazon Prime Video""]"
"Any[""Comédia"", ""Crime"", ""Drama""]",2013-12-25,8.0,392000000,18,O Lobo de Wall Street,"[""Amazon Prime Video"", ""HBO Max"", ""NOW""]"
"Any[""Drama"", ""Romance""]",2016-06-01,7.9,207945075,12,Como Eu Era Antes de Você,"[""Amazon Prime Video"", ""Globoplay"", ""NOW""]"
"Any[""Ação"", ""Comédia"", ""Romance""]",2023-04-18,7.0,0,Sem classificação,Ghosted: Sem Resposta,"[""Apple TV Plus""]"
"Any[""Aventura"", ""Família"", ""Fantasia""]",2022-04-06,6.7,406950844,10,Animais Fantásticos: Os Segredos de Dumbledore,"[""HBO Max"", ""NOW""]"
"Any[""Aventura"", ""Animação"", ""Comédia"", ""Família"", ""Fantasia""]",2004-05-19,7.3,928760770,L,Shrek 2,"[""Amazon Prime Video"", ""Netflix"", ""Globoplay"", ""NOW"", ""Netflix basic with Ads"", ""Telecine Play""]"
"Any[""Ação"", ""Drama"", ""Ficção científica""]",2023-01-22,7.2,604380922,Sem classificação,Terra à Deriva 2,"[""Sem informações de streaming""]"
"Any[""Animação"", ""Comédia"", ""Família"", ""Fantasia""]",2007-06-28,7.8,623726000,L,Ratatouille,"[""Disney Plus""]"
"Any[""Comédia"", ""Família"", ""Fantasia""]",2023-11-30,6.0,0,Sem classificação,Trocados,"[""Sem informações de streaming""]"
"Any[""Comédia""]",2012-02-03,6.6,0,Sem classificação,Formatura Fantasma,"[""Sem informações de streaming""]"
"Any[""Animação"", ""Drama"", ""Família""]",1994-06-24,8.3,763455561,,O Rei Leão,"[""Disney Plus""]"
"Any[""Ação"", ""Aventura"", ""Ficção científica""]",2022-03-24,7.8,139200000,14,Tudo em Todo o Lugar ao Mesmo Tempo,"[""Amazon Prime Video"", ""NOW""]"
"Any[""Animação"", ""Comédia"", ""Família"", ""Fantasia""]",2022-03-10,7.4,18879922,Sem classificação,Red: Crescer é Uma Fera,"[""Disney Plus""]"
"Any[""Ação"", ""Aventura"", ""Fantasia""]",2003-12-01,8.5,1118888979,12,O Senhor dos Anéis: O Retorno do Rei,"[""Amazon Prime Video"", ""HBO Max"", ""NOW""]"
"Any[""Ação"", ""Aventura""]",2022-02-10,7.0,407141258,12,Uncharted: Fora do Mapa,"[""Amazon Prime Video""]"
"Any[""Aventura"", ""Animação"", ""Drama"", ""Fantasia""]",2022-11-11,8.0,321092572,,Suzume,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Fantasia""]",2003-07-09,7.8,655011224,14,Piratas do Caribe: A Maldição do Pérola Negra,"[""Disney Plus""]"
"Any[""Animação"", ""Comédia"", ""Família""]",2001-11-01,7.8,579707738,L,Monstros S.A.,"[""Disney Plus""]"
"Any[""Drama"", ""Romance""]",2022-08-24,6.8,19200000,14,After: Depois da Promessa,"[""Amazon Prime Video"", ""FilmBox+""]"
"Any[""Ação"", ""Drama""]",2023-08-25,7.0,0,Sem classificação,A Vingança dos Lutadores,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Terror"", ""Ficção científica""]",2022-12-28,7.2,179960167,14,M3GAN,"[""Globoplay""]"
"Any[""Ação"", ""Aventura"", ""Fantasia""]",2002-12-18,8.4,926287400,12,O Senhor dos Anéis: As Duas Torres,"[""Amazon Prime Video"", ""HBO Max""]"
"Any[""Drama"", ""Fantasia"", ""Romance""]",2008-11-20,6.3,393616788,12,Crepúsculo,"[""Amazon Prime Video"", ""Globoplay"", ""NOW"", ""Starz Play Amazon Channel"", ""Lionsgate Plus"", ""Telecine Play""]"
"Any[""Ação"", ""Drama"", ""História"", ""Guerra""]",2012-11-01,6.2,0,Sem classificação,Rommel,"[""Magellan TV""]"
"Any[""Ação"", ""Drama"", ""Guerra""]",2014-10-15,7.5,211817906,16,Corações de Ferro,"[""Amazon Prime Video"", ""Netflix"", ""Netflix basic with Ads""]"
"Any[""Comédia""]",2023-08-17,7.3,0,Sem classificação,De Volta à Ativa,"[""NOW""]"
"Any[""Aventura"", ""Comédia""]",2023-08-17,7.6,32000000,,Ruim pra Cachorro,"[""NOW""]"
"Any[""Ação"", ""Aventura"", ""Ficção científica""]",2016-04-27,7.4,1155046416,12,Capitão América: Guerra Civil,"[""Disney Plus""]"
"Any[""Ação"", ""Aventura"", ""Comédia"", ""Thriller""]",2023-07-06,7.0,0,Sem classificação,Projeto Extração,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Animação"", ""Família"", ""Fantasia""]",2009-02-05,7.9,124600000,,Coraline e o Mundo Secreto,"[""Sem informações de streaming""]"
"Any[""Aventura"", ""Drama"", ""Fantasia"", ""Romance""]",2012-11-13,6.5,829747654,12,A Saga Crepúsculo: Amanhecer - Parte 2,"[""Amazon Prime Video"", ""Globoplay"", ""NOW"", ""Starz Play Amazon Channel"", ""Lionsgate Plus"", ""Telecine Play""]"
"Any[""Drama""]",1999-10-15,8.4,100853753,18,Clube da Luta,"[""Amazon Prime Video"", ""Netflix"", ""Star Plus"", ""HBO Max"", ""MUBI"", ""Netflix basic with Ads"", ""Telecine Play""]"
"Any[""Ação"", ""Thriller""]",2023-08-18,6.6,0,Sem classificação,O Engenheiro,"[""NOW"", ""Paramount+ Amazon Channel""]"
"Any[""Terror"", ""Mistério""]",2022-03-18,5.4,2118582,Sem classificação,Mamãe,"[""HBO Max""]"
"Any[""Ação"", ""Aventura"", ""Animação"", ""Fantasia""]",2023-08-08,7.1,0,Sem classificação,The Seven Deadly Sins: Fúria de Edimburgo – Parte 2,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Terror"", ""Mistério"", ""Thriller""]",2023-07-05,6.8,185582093,12,Sobrenatural: A Porta Vermelha,"[""HBO Max"", ""NOW"", ""Oi Play""]"
"Any[""Drama"", ""Romance""]",2020-09-02,7.2,48000000,Sem classificação,After: Depois da Verdade,"[""Amazon Prime Video"", ""FilmBox+""]"
"Any[""Comédia"", ""Ficção científica""]",2023-08-18,6.6,0,Sem classificação,Paisagem com Mão Invisível,"[""Amazon Prime Video""]"
"Any[""Drama"", ""Romance""]",2022-04-27,5.8,0,Sem classificação,365 Dias: Hoje,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Ação"", ""Thriller""]",2023-08-18,6.6,0,Sem classificação,O Engenheiro,"[""NOW"", ""Paramount+ Amazon Channel""]"
"Any[""Animação"", ""Família"", ""Fantasia""]",2001-07-20,8.5,274925095,,A Viagem de Chihiro,"[""Netflix"", ""KinoPop"", ""Netflix basic with Ads""]"
"Any[""Ação"", ""Crime"", ""Thriller""]",2019-05-15,7.8,25775371,Sem classificação,"O Gângster, o Policial e o Diabo","[""Sem informações de streaming""]"
"Any[""Comédia""]",2011-05-25,6.5,586764305,16,"Se Beber, Não Case! - Parte II","[""Amazon Prime Video""]"
"Any[""Drama"", ""Romance""]",1988-07-06,4.2,0,Sem classificação,Emmanuelle 6,"[""Sem informações de streaming""]"
"Any[""Aventura"", ""Fantasia"", ""Ficção científica""]",2012-03-12,7.2,694394724,14,Jogos Vorazes,"[""Amazon Prime Video"", ""Netflix"", ""HBO Max"", ""Netflix basic with Ads""]"
"Any[""Ação"", ""Comédia"", ""Thriller""]",2022-11-30,7.4,75734910,16,Noite Infeliz,"[""Globoplay""]"
"Any[""Aventura"", ""Animação"", ""Comédia"", ""Família"", ""Fantasia""]",2022-02-25,7.0,18500000,Sem classificação,Hotel Transilvânia: Transformonstrão,"[""Amazon Prime Video""]"
"Any[""Drama"", ""História"", ""Guerra""]",2016-10-07,8.2,175302354,16,Até o Último Homem,"[""Amazon Prime Video"", ""HBO Max""]"
"Any[""Comédia"", ""Drama"", ""Thriller""]",2019-05-30,8.5,257591776,16,Parasita,"[""HBO Max"", ""Globoplay"", ""NOW"", ""Telecine Play""]"
"Any[""Ação"", ""Aventura"", ""Ficção científica""]",2015-04-22,7.3,1405403694,12,Vingadores: Era de Ultron,"[""Disney Plus""]"
"Any[""Animação""]",2021-09-29,6.3,0,Sem classificação,Rabbids: A Invasão - Missão Para Marte,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Ação"", ""Aventura"", ""Ficção científica""]",2022-03-24,7.8,139200000,14,Tudo em Todo o Lugar ao Mesmo Tempo,"[""Amazon Prime Video"", ""NOW""]"
"Any[""Thriller""]",2022-08-11,7.2,16120263,12,A Queda,"[""Amazon Prime Video""]"
"Any[""Comédia"", ""Crime"", ""Drama""]",2013-12-25,8.0,392000000,18,O Lobo de Wall Street,"[""Amazon Prime Video"", ""HBO Max"", ""NOW""]"
"Any[""Ação"", ""Comédia"", ""Romance""]",2023-04-18,7.0,0,Sem classificação,Ghosted: Sem Resposta,"[""Apple TV Plus""]"
"Any[""Ação"", ""Aventura"", ""Drama"", ""Ficção científica""]",2017-07-05,7.3,880166924,12,Homem-Aranha: De Volta ao Lar,"[""Netflix"", ""NOW"", ""Netflix basic with Ads""]"
"Any[""Animação"", ""Drama"", ""Família""]",1994-06-24,8.3,763455561,,O Rei Leão,"[""Disney Plus""]"
"Any[""Drama""]",1980-02-14,7.3,0,Sem classificação,Quando l'amore è oscenità,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Ficção científica""]",1977-05-25,8.2,775398007,10,Guerra nas Estrelas,"[""Disney Plus""]"
"Any[""Ação"", ""Drama""]",2023-08-25,7.0,0,Sem classificação,A Vingança dos Lutadores,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Animação"", ""Comédia"", ""Família"", ""Fantasia""]",2007-06-28,7.8,623726000,L,Ratatouille,"[""Disney Plus""]"
"Any[""Ação"", ""Aventura"", ""Animação"", ""Comédia"", ""Família""]",2014-10-24,7.7,657827828,L,Operação Big Hero,"[""Disney Plus""]"
"Any[""Animação"", ""Comédia"", ""Família""]",2023-11-30,6.1,0,Sem classificação,Os Caras Malvados: Um Natal do Mal,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Ficção científica""]",2019-03-06,6.8,1131416446,12,Capitã Marvel,"[""Disney Plus""]"
"Any[""Comédia"", ""Drama""]",2014-02-26,8.1,174600318,14,O Grande Hotel Budapeste,"[""Star Plus""]"
"Any[""Ação"", ""Aventura"", ""Ficção científica""]",2021-09-30,6.8,506900000,14,Venom: Tempo de Carnificina,"[""Amazon Prime Video""]"
"Any[""Drama""]",1971-11-03,4.4,0,Sem classificação,Maid in Sweden,"[""Cultpix""]"
"Any[""Comédia"", ""Drama""]",1992-02-21,4.8,0,Sem classificação,Todas as Mulheres Fazem,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Fantasia""]",2021-09-01,7.6,432243292,12,Shang-Chi e a Lenda dos Dez Anéis,"[""Disney Plus""]"
"Any[""Ação"", ""Drama"", ""Ficção científica"", ""Thriller""]",2011-08-03,7.3,482860185,12,Planeta dos Macacos: A Origem,"[""Star Plus""]"
"Any[""Terror"", ""Thriller""]",2023-04-05,7.1,70204828,16,O Exorcista do Papa,"[""HBO Max"", ""NOW"", ""Oi Play""]"
"Any[""Ação"", ""Crime"", ""Thriller""]",1992-12-25,6.3,13249535,Sem classificação,Os Saqueadores,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Fantasia""]",2002-05-01,7.3,821708551,12,Homem-Aranha,"[""HBO Max"", ""NOW"", ""Oi Play"", ""Paramount Plus Apple TV Channel "", ""Telecine Play""]"
"Any[""Animação"", ""Família""]",2003-05-30,7.8,940335536,L,Procurando Nemo,"[""Disney Plus""]"
"Any[""Drama"", ""Mistério"", ""Thriller""]",2014-10-01,7.9,369330363,14,Garota Exemplar,"[""Amazon Prime Video"", ""Netflix"", ""Star Plus"", ""HBO Max"", ""MUBI"", ""Netflix basic with Ads"", ""Telecine Play""]"
"Any[""Ação"", ""Drama"", ""Mistério"", ""Thriller""]",2023-03-09,6.1,0,Sem classificação,Muti: Crime e Poder,"[""Globoplay"", ""NOW""]"
"Any[""Comédia"", ""Drama"", ""Thriller""]",2023-04-06,6.2,0,Sem classificação,Santuário,"[""NOW""]"
"Any[""Drama"", ""Romance""]",2022-10-06,8.2,0,Sem classificação,Garota do Século 20,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Terror"", ""Mistério""]",2023-09-06,5.8,4800000,,Não Abra!,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Fantasia""]",2021-03-18,8.2,0,Sem classificação,Liga da Justiça de Zack Snyder,"[""HBO Max"", ""NOW"", ""Oi Play""]"
"Any[""Drama"", ""Romance""]",2010-05-07,6.4,844281,Sem classificação,Habitación en Roma,"[""Sem informações de streaming""]"
"Any[""Comédia"", ""Fantasia""]",2015-06-25,6.3,215863606,16,Ted 2,"[""Amazon Prime Video"", ""Netflix"", ""NOW"", ""Netflix basic with Ads""]"
"Any[""Ação"", ""Comédia"", ""Crime""]",2023-08-27,5.3,0,Sem classificação,Sentinelle: Desafinando em Dobro,"[""Amazon Prime Video""]"
"Any[""Thriller""]",2023-01-26,6.2,0,Sem classificação,Operação Napoleão,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Comédia"", ""Thriller""]",2023-07-06,7.0,0,Sem classificação,Projeto Extração,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Comédia""]",2023-08-25,6.9,11612324,Sem classificação,Clube da Luta para Meninas,"[""Amazon Prime Video""]"
"Any[""Drama"", ""Fantasia"", ""Romance""]",2008-11-20,6.3,393616788,12,Crepúsculo,"[""Amazon Prime Video"", ""Globoplay"", ""NOW"", ""Starz Play Amazon Channel"", ""Lionsgate Plus"", ""Telecine Play""]"
"Any[""Ação"", ""Drama"", ""Guerra""]",2014-10-15,7.5,211817906,16,Corações de Ferro,"[""Amazon Prime Video"", ""Netflix"", ""Netflix basic with Ads""]"
"Any[""Crime"", ""Terror"", ""Mistério""]",2004-10-01,7.4,103911669,16,Jogos Mortais,"[""Netflix"", ""Starz Play Amazon Channel"", ""Netflix basic with Ads"", ""Lionsgate Plus"", ""Telecine Play""]"
"Any[""Ação"", ""Crime"", ""Thriller""]",2017-02-08,7.3,171539887,16,John Wick 2: Um Novo Dia para Matar,"[""Amazon Prime Video"", ""Globoplay""]"
"Any[""Animação"", ""Família"", ""Fantasia"", ""Romance""]",1991-10-22,7.7,424967620,Sem classificação,A Bela e a Fera,"[""Disney Plus""]"
"Any[""Ação"", ""Aventura"", ""Fantasia""]",2011-05-15,6.5,1045713802,12,Piratas do Caribe: Navegando em Águas Misteriosas,"[""Disney Plus""]"
"Any[""Ação"", ""Aventura"", ""Animação"", ""Fantasia""]",2023-06-16,8.2,0,Sem classificação,Black Clover: A Espada do Rei Mago,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Terror"", ""Ficção científica"", ""Thriller""]",2023-09-22,6.8,0,Sem classificação,Ninguém Vai te Salvar,"[""Star Plus""]"
"Any[""Comédia""]",2023-08-17,7.3,0,Sem classificação,De Volta à Ativa,"[""NOW""]"
"Any[""Drama"", ""Romance""]",2001-12-14,7.9,316800000,12,Uma Mente Brilhante,"[""NOW""]"
"Any[""Ação"", ""Aventura"", ""Ficção científica""]",2021-11-03,6.9,402064899,12,Eternos,"[""Disney Plus""]"
"Any[""Ação"", ""Aventura"", ""Ficção científica""]",2016-04-27,7.4,1155046416,12,Capitão América: Guerra Civil,"[""Disney Plus""]"
"Any[""Ação"", ""Aventura"", ""Animação"", ""Fantasia"", ""Thriller""]",2020-10-16,8.3,503063688,Sem classificação,Demon Slayer: Mugen Train - O Filme,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Drama"", ""Fantasia""]",2023-06-16,5.3,43000000,Sem classificação,O Príncipe Justiceiro,"[""Amazon Prime Video"", ""Netflix"", ""Netflix basic with Ads""]"
"Any[""Terror"", ""Thriller""]",2023-04-12,7.0,146700000,18,A Morte do Demônio: A Ascensão,"[""HBO Max""]"
